ArticleID	TabID	ArticleParentID	ArticleCategoryID	ArticleTitle	ArticleTitleEncoded	ArticlePercentComplete	ArticleRating	ArticleViews	ArticleTypeID	ArticleLevelID	ArticleStatusID	ArticlePriorityID	ArticleAccessType	ArticleWorkFlowStepID	ArticleCreatedUserID	ArticleCreatedUsername	ArticleCreatedDate	ArticleModifiedUserID	ArticleModifiedUsername	ArticleModifiedDate	ArticleAssignedUserID	ArticleAssignedUsername	ArticleAssignedDate	ArticleSuggestedUserID	ArticleSuggestedUsername	ArticleSuggestedEmail	ArticleSuggestedDate	ArticleReportedUserID	ArticleReportedUsername	ArticleReportedDate	ArticleDueDate	ArticleReviewDate	ArticleExpiresDate	ArticlePassword	TotalRatings	AttachmentCount	CommentCount	RelatedLinkCount	RelatedArticleCount	TagCount	ArticleDownloadFile	ArticleDownloadLink	ArticleDownloadPassword	ArticleImageUrl	ArticleSettingsXML	ArticleVersion	ArticleMarkDown	ArticleIsMarkDown
10036	1	0	10	Can EFT Server support complex dependency logic?	Can-EFT-Server-support-complex-dependency-logic	0	1	11242	8	0	0	0	1	0	0		2006-02-02 12:38:00.000	2	kmarsh	2023-02-27 14:37:06.470	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		3	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10046	1	0	10	Using a script to export a list of EFT users to Excel	Using-a-script-to-export-a-list-of-EFT-users-to-Excel	0	1	65890	7	0	0	0	1	0	2	GlobalSCAPE 5	2006-02-02 13:44:00.000	2	kmarsh	2024-05-08 20:57:22.717	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		58	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1.2		0
10051	1	0	10	Unable to upload or download files to or from the home directory	Unable-to-upload-or-download-files-to-or-from-the-home-directory	0	1	27643	2	0	0	0	1	0	2	GlobalSCAPE 5	2006-02-02 13:54:00.000	2	kmarsh	2024-05-08 21:02:05.937	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		16	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1.1		0
10060	1	0	10	Move event failing	Move-event-failing	0	2	68393	7	0	0	0	1	0	2	GlobalSCAPE 5	2006-02-02 14:48:00.000	2	kmarsh	2024-05-08 21:13:45.670	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		9	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1.3		0
10061	1	0	10	Enumerating user objects in an Active Directory (AD) domain tree	Enumerating-user-objects-in-an-Active-Directory-AD-domain-tree	0	2	13141	7	0	0	0	1	0	0		2006-02-02 14:50:00.000	2	kmarsh	2023-02-27 14:42:21.593	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		5	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10063	1	0	10	Connect to a remote ODBC database source without a DSN	Connect-to-a-remote-ODBC-database-source-without-a-DSN	0	1	70483	7	0	0	0	1	0	0		2006-02-13 09:07:00.000	2	kmarsh	2024-05-08 21:27:19.523	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		74	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1.1		0
10066	1	0	10	IP address or Port conflict, Cannot start Site	IP-address-or-Port-conflict-Cannot-start-Site	0	1	82659	5	0	0	0	1	0	2	GlobalSCAPE 5	2006-02-15 14:07:00.000	2	kmarsh	2024-05-08 21:30:17.280	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		17	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1.1		0
10067	1	0	10	Unable to create socket on port 21	Unable-to-create-socket-on-port-21	0	1	40059	5	0	0	0	1	0	2	GlobalSCAPE 5	2006-02-15 14:29:00.000	2	kmarsh	2024-05-08 21:31:51.523	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		20	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1.1		0
10069	1	0	10	Why use HTTP for file transfers	Why-use-HTTP-for-file-transfers	0	2	131564	8	0	0	0	1	0	2	GlobalSCAPE 5	2006-02-15 16:07:00.000	2	kmarsh	2024-05-08 21:35:00.220	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		89	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1.1		0
10070	1	0	10	Should I use IIS rather than EFT Server for HTTP/S transfers?	Should-I-use-IIS-rather-than-EFT-Server-for-HTTPS-transfers	0	2	48791	4	0	0	0	1	0	0		2006-02-15 16:16:00.000	2	kmarsh	2023-02-27 14:49:25.883	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		6	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10081	1	0	10	Changing the log file format kicks users off EFT Server	Changing-the-log-file-format-kicks-users-off-EFT-Server	0	1	33221	12	0	0	0	1	0	2	GlobalSCAPE 5	2006-02-15 17:09:00.000	2	kmarsh	2023-02-06 21:17:35.850	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		2	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10085	1	0	10	Accepting and signing SSL certificates	Accepting-and-signing-SSL-certificates	0	1	67515	8	0	0	0	1	0	0		2006-02-22 11:36:00.000	2	kmarsh	2017-02-23 14:43:47.773	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		11	0	0	0	0	0				https://kb.globalscape.com/attachments/EFT/DB_CertificateSigningUtility.gif	<?xml version='1.0' encoding='UTF-8'?><settings />	1	NULL	0
10092	1	0	10	Users have to wait a long time before they can resume an upload	Users-have-to-wait-a-long-time-before-they-can-resume-an-upload	0	1	32128	8	0	0	0	1	0	0		2006-02-22 12:09:00.000	2	kmarsh	2024-07-22 19:13:23.263	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		2	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10095	1	0	10	Users in ODBC database cannot login	Users-in-ODBC-database-cannot-login	0	1	41746	8	0	0	0	1	0	0		2006-02-22 12:16:00.000	2	kmarsh	2024-07-22 20:11:21.667	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		3	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10099	1	0	10	Man-in-the-middle attack	Maninthemiddle-attack	0	1	27992	8	0	0	0	1	0	0		2006-02-22 12:32:00.000	2	kmarsh	2024-07-22 20:13:11.140	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		5	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10104	1	0	10	Unable to import SSH keys	Unable-to-import-SSH-keys	0	1	27242	8	0	0	0	1	0	0		2006-02-22 12:43:00.000	2	kmarsh	2023-02-06 21:12:59.917	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		21	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10106	1	0	10	Calling methods in ICIClientSettings (COM)	Calling-methods-in-ICIClientSettings-COM	0	0	16247	7	0	0	0	1	0	2	GlobalSCAPE 5	2006-02-22 12:52:00.000	2	kmarsh	2024-07-22 20:54:39.007	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		1	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10107	1	0	10	Troubleshooting NAT firewalls	Troubleshooting-NAT-firewalls	0	0	28176	8	0	0	0	1	0	0		2006-02-22 13:07:00.000	2	kmarsh	2024-07-22 20:14:41.703	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		6	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10113	1	0	10	How does EFT throttle bandwidth?	How-does-EFT-throttle-bandwidth	0	1	22676	8	0	0	0	1	0	2	GlobalSCAPE 5	2006-02-23 16:20:00.000	2	kmarsh	2024-07-22 19:10:30.490	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		9	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10114	1	0	10	Does the Web Transfer Client support unicode characters?	Does-the-Web-Transfer-Client-support-unicode-characters	0	0	6666	4	0	0	0	1	0	2	GlobalSCAPE 5	2006-02-23 16:23:00.000	2	kmarsh	2024-07-22 20:51:31.677	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		2	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1.1		0
10118	1	0	10	How to view the encryption and hashing method used in creating a self-signed certificate	How-to-view-the-encryption-and-hashing-method-used-in-creating-a-selfsigned-certificate	0	1	33142	8	0	0	0	1	0	0		2006-03-10 20:28:00.000	2	kmarsh	2024-07-22 19:18:32.250	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		18	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10120	1	0	10	Can GlobalSCAPE products be exported from the United States? (ECCN and CCATS for GlobalSCAPE Products)	Can-GlobalSCAPE-products-be-exported-from-the-United-States-ECCN-and-CCATS-for-GlobalSCAPE-Products	0	2	102844	8	0	0	0	1	0	2	GlobalSCAPE 5	2006-03-20 13:43:00.000	2	kmarsh	2020-09-28 09:09:35.123	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		19	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1.3		0
10121	1	0	5	About Registration Serial Numbers	About-Registration-Serial-Numbers	0	2	21412	8	0	0	0	1	0	1	GlobalSCAPE Support 1	2006-03-23 10:03:00.000	2	kmarsh	2023-02-07 15:52:20.950	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		135	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10122	1	0	5	Serial Number Invalid	Serial-Number-Invalid	0	2	27296	2	0	0	0	1	0	1	GlobalSCAPE Support 1	2006-03-23 10:15:00.000	2	kmarsh	2023-02-27 14:17:05.473	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		37	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1.1		0
10125	1	0	5	Registration failed for unknown reason	Registration-failed-for-unknown-reason	0	1	26299	2	0	0	0	1	0	1	GlobalSCAPE Support 1	2006-03-23 10:26:00.000	2	kmarsh	2023-02-27 14:19:03.397	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		13	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10126	1	0	5	Registration limit exceeded	Registration-limit-exceeded	0	2	58283	2	0	0	0	1	0	2	GlobalSCAPE 5	2006-03-23 10:30:00.000	2	kmarsh	2023-02-06 17:16:58.393	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		54	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10127	1	0	5	CuteFTP - Single machine registration limit exceeded	CuteFTP-Single-machine-registration-limit-exceeded	0	1	41568	2	0	0	0	1	0	1	GlobalSCAPE Support 1	2006-03-23 10:35:00.000	2	kmarsh	2024-07-22 20:27:47.783	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		15	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1.1		0
10128	1	0	5	CuteFTP - Error 12002. The operation timed out	CuteFTP-Error-12002-The-operation-timed-out	0	2	182388	2	0	0	0	1	0	2	GlobalSCAPE 5	2006-03-23 10:38:00.000	2	kmarsh	2024-07-23 15:09:35.127	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		214	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10133	1	0	17	Firewall and Router Setup	Firewall-and-Router-Setup	0	2	196241	7	0	0	0	1	0	1	GlobalSCAPE Support 1	2006-03-23 12:01:00.000	2	kmarsh	2024-07-22 20:35:24.360	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		44	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1.2		0
10137	1	0	7	I cannot login to my FTP site.  What is my password?	I-cannot-login-to-my-FTP-site-What-is-my-password	0	2	212983	12	0	0	0	1	0	2	GlobalSCAPE 5	2006-03-23 13:23:00.000	2	kmarsh	2024-04-16 19:30:28.653	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		202	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10138	1	0	10	Which OpenPGP implementation does EFT use?	Which-OpenPGP-implementation-does-EFT-use	0	1	23101	8	0	0	0	1	0	2	GlobalSCAPE 5	2006-03-23 13:42:00.000	2	kmarsh	2019-03-20 16:17:37.020	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		7	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1	NULL	0
10139	1	0	20	Do you have a NAFTA Certificate of Origin?	Do-you-have-a-NAFTA-Certificate-of-Origin	0	0	7939	8	0	0	0	1	0	1	GlobalSCAPE Support 1	2006-03-23 14:22:00.000	2	kmarsh	2023-02-07 15:56:27.240	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		1	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10140	1	0	17	Winsock Error Codes	Winsock-Error-Codes	0	2	306637	2	0	0	0	1	0	2	GlobalSCAPE 5	2006-03-23 14:26:00.000	2	GlobalSCAPE 5	2012-07-09 16:48:55.587	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		124	0	0	0	0	0						0	NULL	0
10141	1	0	7	HTTP Status and Error Codes	HTTP-Status-and-Error-Codes	0	2	293766	2	0	0	0	1	0	2	GlobalSCAPE 5	2006-03-23 14:34:00.000	2	GlobalSCAPE 5	2013-07-09 18:03:35.483	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		625	0	0	0	0	0						0	NULL	0
10142	1	0	10	File Transfer Status and Error Codes	File-Transfer-Status-and-Error-Codes	0	2	973393	2	0	0	0	1	0	2	GlobalSCAPE 5	2006-03-23 14:44:00.000	5621	ramiroguzman	2024-09-30 15:59:27.270	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		1404	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	4.4		0
10143	1	0	7	Writing info and capturing CuteFTP logs to disk	Writing-info-and-capturing-CuteFTP-logs-to-disk	0	1	36063	7	0	0	0	1	0	1	GlobalSCAPE Support 1	2006-03-27 19:26:00.000	2	kmarsh	2024-07-23 14:14:28.123	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		10	0	0	0	0	0				https://kb.globalscape.com/attachments/CuteFTP_WIN/logs_settings.png	<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10144	1	0	20	Cannot open INSTALL.log file	Cannot-open-INSTALLlog-file	0	2	88227	2	0	0	0	1	0	1	GlobalSCAPE Support 1	2006-03-29 12:38:00.000	2	kmarsh	2023-02-27 14:24:02.603	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		85	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10145	1	0	7	Shell is not connected to the TE	Shell-is-not-connected-to-the-TE	0	2	24840	2	0	0	0	1	0	1	GlobalSCAPE Support 1	2006-03-29 12:54:00.000	2	kmarsh	2024-07-22 19:32:05.580	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		31	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10146	1	0	10	Monitor event followed by offload triggering failure notification	Monitor-event-followed-by-offload-triggering-failure-notification	0	1	34540	2	0	0	0	1	0	2	GlobalSCAPE 5	2006-03-29 14:43:00.000	2	kmarsh	2023-02-06 19:21:37.937	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		4	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1.1		0
10147	1	0	10	CuteFTP - Automating File Uploads for Processing	CuteFTP-Automating-File-Uploads-for-Processing	0	1	16038	7	0	0	0	1	0	1	GlobalSCAPE Support 1	2006-03-29 15:18:00.000	2	kmarsh	2024-07-22 20:57:30.973	0		NULL	0			NULL	0		NULL	NULL	2006-04-27 00:00:00.000	NULL		17	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1.1		0
10150	1	0	10	What type of SSL Certificate does EFT Server create?	What-type-of-SSL-Certificate-does-EFT-Server-create	0	0	29370	8	0	0	0	1	0	1	GlobalSCAPE Support 1	2006-04-04 14:19:00.000	2	GlobalSCAPE 5	2012-09-21 16:53:40.110	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		6	0	0	0	0	0						0	NULL	0
10151	1	0	7	Configuring CuteFTP Pro for Best Performance	Configuring-CuteFTP-Pro-for-Best-Performance	0	1	28642	7	0	0	0	1	0	1	GlobalSCAPE Support 1	2006-04-04 16:18:00.000	2	kmarsh	2024-07-23 14:16:25.893	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		43	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10152	1	0	7	Troubleshooting CuteFTP Connection Problems	Troubleshooting-CuteFTP-Connection-Problems	0	1	92857	7	0	0	0	1	0	1	GlobalSCAPE Support 1	2006-04-05 13:27:00.000	2	kmarsh	2015-10-07 08:50:08.167	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		94	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	0	NULL	0
10153	1	0	10	Managing SSL Certificates, SSH Keys, and OpenPGP Keys remotely	Managing-SSL-Certificates-SSH-Keys-and-OpenPGP-Keys-remotely	0	1	23480	4	0	0	0	1	0	1	GlobalSCAPE Support 1	2006-04-05 14:05:00.000	2	GlobalSCAPE 5	2011-09-26 10:33:34.683	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		38	0	0	0	0	0						0	NULL	0
10157	1	0	7	CuteFTP - Unable to connect to the server	CuteFTP-Unable-to-connect-to-the-server	0	1	17723	12	0	0	0	1	0	0		2006-04-12 06:26:00.000	2	kmarsh	2024-07-23 18:35:15.133	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		6	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10158	1	0	7	CuteFTP - Cannot connect to SSH2 (SFTP) sites	CuteFTP-Cannot-connect-to-SSH2-SFTP-sites	0	2	19295	12	0	0	0	1	0	0		2006-04-13 05:08:00.000	2	kmarsh	2024-07-22 20:26:19.513	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		12	0	1	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1.1		0
10159	1	0	7	CuteFTP - Cannot open multiple connections to the same server	CuteFTP-Cannot-open-multiple-connections-to-the-same-server	0	0	6544	12	0	0	0	1	0	0		2006-04-13 06:36:00.000	2	kmarsh	2024-07-22 20:26:00.050	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		0	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10163	1	0	17	CuteFTP - FTP servers do not support the Copy command	CuteFTP-FTP-servers-do-not-support-the-Copy-command	0	2	26362	8	0	0	0	1	0	0		2006-04-14 05:22:00.000	2	kmarsh	2024-07-22 20:25:40.597	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		25	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10164	1	0	7	CuteFTP Problems downloading files from a VMS server	CuteFTP-Problems-downloading-files-from-a-VMS-server	0	1	12420	12	0	0	0	1	0	1	GlobalSCAPE Support 1	2006-04-14 06:53:00.000	2	kmarsh	2024-07-22 20:24:52.093	0		NULL	0			NULL	0		NULL	NULL	2006-07-12 00:00:00.000	NULL		7	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10165	1	0	7	CuteFTP Limitations of Site-to-Site transfers	CuteFTP-Limitations-of-SitetoSite-transfers	0	0	8062	8	0	0	0	1	0	0		2006-04-17 02:15:00.000	2	kmarsh	2024-07-22 20:24:23.180	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		1	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10166	1	0	7	CuteFTP support for Japanese or Chinese characters in file names	CuteFTP-support-for-Japanese-or-Chinese-characters-in-file-names	0	1	9874	8	0	0	0	1	0	1	GlobalSCAPE Support 1	2006-04-17 13:33:00.000	2	kmarsh	2024-07-23 14:17:07.640	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		6	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10169	1	0	7	CuteFTP High memory usage	CuteFTP-High-memory-usage	0	1	8098	12	0	0	0	1	0	0		2006-04-18 01:16:00.000	2	kmarsh	2024-07-22 20:24:00.060	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		2	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10170	1	0	7	Make CuteFTP case sensitive	Make-CuteFTP-case-sensitive-	0	0	6193	7	0	0	0	1	0	0		2006-04-18 03:33:00.000	2	kmarsh	2024-07-23 14:17:40.663	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		2	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10171	1	0	7	CuteFTP - Stop receiving overwrite prompts	CuteFTP-Stop-receiving-overwrite-prompts	0	0	9092	7	0	0	0	1	0	0		2006-04-18 04:24:00.000	2	kmarsh	2024-07-22 21:00:54.427	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		1	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10172	1	0	7	Using CuteFTP behind a router	Using-CuteFTP-behind-a-router	0	0	18137	12	0	0	0	1	0	0		2006-04-18 06:48:00.000	2	kmarsh	2024-07-23 18:47:50.373	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		4	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10174	1	0	7	Cute-FTP - Site Manager Entries Not Saved	CuteFTP-Site-Manager-Entries-Not-Saved	0	2	28128	12	0	0	0	1	0	1	GlobalSCAPE Support 1	2006-04-18 07:23:00.000	2	kmarsh	2024-07-22 21:01:28.143	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		10	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
10175	1	0	7	CuteFTP - Menu item for Monitor Local Folders is unavailable	CuteFTP-Menu-item-for-Monitor-Local-Folders-is-unavailable	0	0	4890	12	0	0	0	1	0	1	GlobalSCAPE Support 1	2006-04-18 07:32:00.000	2	kmarsh	2024-07-22 21:02:31.593	0		NULL	0			NULL	0		NULL	NULL	NULL	NULL		3	0	0	0	0	0					<?xml version='1.0' encoding='UTF-8'?><settings />	1		0
